hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum
210003,44141,MD,210003,UMD PRINCE GEORGE'S HOSPITAL CTR,3001 HOSPITAL DRIVE,CHEVERLY,20785,Short Term,24033,TRUE,251.4,251.4,190,158.9,158.9,49,27.6,0,0,190,46,46,43.1,43.1,5.4,5.3,0,0,0,1760,1760,1330,1112,1112,343,193,0,0,1330,322,322,302,302,38,37,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,43,0,-999999,6,10,8,8,-999999,7,0,0,447,8,0,0,-999999,-999999,4,-999999,0,0,0,0,1502,0
210051,44141,MD,210051,DOCTORS'  COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,20706,Short Term,24033,TRUE,326,326,326,175.7,175.7,31.1,26.7,0,0,326,24,24,22.3,22.3,6.3,5.3,0,0,0,2282,2282,2282,1230,1230,218,187,0,0,2282,168,168,156,156,44,37,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,0,-999999,0,0,209,8,0,0,0,-999999,-999999,-999999,-999999,-999999,0,0,831,0
210060,44141,MD,210060,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,11711 LIVINGSTON ROAD,FORT WASHINGTON,20744,Short Term,24033,TRUE,53,53,37,22.7,22.7,9.4,7.6,0,0,37,16,16,6.4,6.4,4.6,4.4,0,0,0,371,371,259,159,159,66,53,0,0,259,112,112,45,45,32,31,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,-999999,0,0,124,48,0,-999999,5,5,11,9,8,9,0,0,420,0
210062,44141,MD,210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS ROAD,CLINTON,20735,Short Term,24033,TRUE,304,296,181.1,171,161.1,21.4,9.9,0,0,192.7,24,24,22.4,22.4,8.6,4.6,0,0,0,2128,2072,1268,1197,1128,150,69,0,0,1349,168,168,157,157,60,32,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,-999999,0,-999999,-999999,0,-999999,4,-999999,0,0,263,71,0,6,5,5,11,21,18,5,0,0,849,0
210016,44141,MD,210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,11890 HEALING WAY,SILVER SPRING,20904,Short Term,24033,TRUE,282,282,247,193.7,193.7,50,37.9,0,0,247,26,26,22.3,22.3,6,5.3,0,0,0,1974,1974,1729,1356,1356,350,265,0,0,1729,182,182,156,156,42,37,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,-999999,-999999,-999999,5,-999999,-999999,5,-999999,0,0,262,102,-999999,13,10,9,12,16,23,18,0,0,617,0
210028,44141,MD,210028,MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,20650,Short Term,24037,TRUE,190,170,101.1,92.7,87.9,-999999,-999999,-999999,0,112.6,6.7,6.7,5,5,-999999,0,0,0,0,1330,1190,708,649,615,27,18,-999999,0,788,47,47,35,35,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,-999999,-999999,-999999,-999999,0,0,0,147,92,-999999,14,10,-999999,13,19,17,11,-999999,-999999,730,0
210037,44141,MD,210037,UMD SHORE MEDICAL CENTER AT EASTON,219 SOUTH  WASHINGTON STREET,EASTON,21601,Short Term,24041,TRUE,179,164,164,75.4,72.6,14.3,6.6,-999999,-999999,169,10,10,5.6,5.3,-999999,0,0,0,0,1253,1148,1148,528,508,100,46,-999999,-999999,1183,70,70,39,37,9,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,0,-999999,-999999,-999999,-999999,0,39,0,-999999,4,0,0,7,5,11,10,0,980,0
210001,44141,MD,210001,MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,21742,Short Term,24043,TRUE,389,381,230.3,218.7,215.1,36.6,0,-999999,0,238.3,24,24,17.7,17.7,5.6,0,0,0,0,2723,2667,1612,1531,1506,256,0,7,0,1668,168,168,124,124,39,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,40,0,-999999,-999999,4,5,9,10,8,0,4,119,28,0,-999999,-999999,4,-999999,10,-999999,5,0,0,1172,0
210019,44141,MD,210019,"TIDALHEALTH PENINSULA REGIONAL, INC",100 EAST CARROLL AVENUE,SALISBURY,21801,Short Term,24045,TRUE,462,462,344,253.6,205.9,33.1,27.7,-999999,-999999,350,81,81,35.4,35.4,4.4,-999999,0,0,0,3234,3234,2408,1775,1441,232,194,5,-999999,2450,567,567,248,248,31,26,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,36,0,4,4,-999999,-999999,5,9,9,0,-999999,242,11,0,0,-999999,0,-999999,-999999,4,-999999,0,-999999,1519,0
210061,44141,MD,210061,ATLANTIC GENERAL HOSPITAL,9733 HEALTHWAY DRIVE,BERLIN,21811,Short Term,24047,TRUE,56,56,56,31,31,6.4,6,0,0,56,8,8,5.3,5.3,-999999,-999999,-999999,0,-999999,392,392,392,217,217,45,42,0,0,392,56,56,37,37,23,23,-999999,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,0,0,98,-999999,0,0,0,0,0,0,-999999,0,0,0,497,0
210024,44141,MD,210024,MEDSTAR UNION MEMORIAL HOSPITAL,201 EAST UNIVERSITY PARKWAY,BALTIMORE,21218,Short Term,24510,TRUE,364,364,166,157.3,157.3,26.6,21.4,0,0,166,25,25,20.3,20.3,4.9,-999999,0,0,0,2548,2548,1162,1101,1101,186,150,0,0,1162,175,175,142,142,34,26,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,42,0,0,6,4,8,9,4,10,-999999,0,338,116,0,-999999,7,13,23,26,24,21,0,0,785,0
210008,44141,MD,210008,MERCY MEDICAL CENTER INC,301 SAINT PAUL PLACE,BALTIMORE,21202,Short Term,24510,TRUE,170,170,149,123.1,123.1,6.3,6.3,-999999,-999999,149,15,15,6.6,6.6,-999999,-999999,0,0,0,1190,1190,1043,862,862,44,44,4,4,1043,105,105,46,46,6,6,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,0,0,-999999,-999999,-999999,4,4,-999999,0,0,153,-999999,0,0,0,-999999,-999999,0,0,0,0,0,810,0
210009,44141,MD,210009,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,21287,Short Term,24510,TRUE,1054.6,837.6,837.6,883.9,713.4,31,29.9,-999999,-999999,1054.6,194.6,117.6,170.6,103.9,5,4.9,0,0,0,7382,5863,5863,6187,4994,217,209,20,17,7382,1362,823,1194,727,35,34,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,45,0,5,-999999,8,8,15,4,-999999,0,4,628,76,0,13,23,6,13,9,5,7,0,21,1486,0
210012,44141,MD,210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,21215,Short Term,24510,TRUE,472,444,343,320.7,298.7,39.6,25.4,-999999,0,389,59,35,41.3,27.7,7,4.3,0,0,0,3304,3108,2401,2245,2091,277,178,10,0,2723,413,245,289,194,49,30,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17,0,-999999,-999999,-999999,-999999,-999999,-999999,5,0,0,0,51,0,0,-999999,5,9,8,9,16,-999999,-999999,1139,0
210056,44141,MD,210056,MEDSTAR GOOD SAMARITAN HOSPITAL,5601 LOCH RAVEN BOULEVARD,BALTIMORE,21239,Short Term,24510,TRUE,316,316,192,170.1,170.1,32.4,22.7,0,0,192,17,17,14.7,14.7,-999999,-999999,0,0,0,2212,2212,1344,1191,1191,227,159,0,0,1344,119,119,103,103,25,18,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,34,0,-999999,-999999,5,-999999,6,12,4,0,0,252,83,0,-999999,7,12,23,17,15,7,0,0,701,0
210038,44141,MD,210038,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,827 LINDEN AVENUE,BALTIMORE,21201,Short Term,24510,TRUE,114,114,65.1,58.6,58.6,11.3,4.4,0,0,65.1,13.4,13.4,11.1,11.1,4.6,-999999,0,0,0,798,798,456,410,410,79,31,0,0,456,94,94,78,78,32,15,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0,0,0,0,-999999,4,-999999,-999999,0,0,0,26,0,-999999,-999999,-999999,9,6,-999999,-999999,-999999,0,391,0
210034,44141,MD,210034,MEDSTAR HARBOR HOSPITAL,3001 SOUTH  HANOVER STREET,BALTIMORE,21225,Short Term,24510,TRUE,275,218,141.3,125.4,115.7,23.7,13.6,0,0,170.9,14.7,14.7,13.3,13.3,4.3,-999999,0,0,0,1925,1526,989,878,810,166,95,0,0,1196,103,103,93,93,30,27,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0,0,-999999,6,5,0,-999999,0,0,0,196,56,0,8,10,7,9,13,5,4,0,-999999,766,0
210068,44141,MD,210068,BALTIMORE CONVENTION CENTER ALTERNATE CARE SITE,1 WEST PRATT STREET,BALTIMORE,21201,Short Term,24510,TRUE,222,222,222,17.9,17.9,18.7,18.7,0,0,222,0,0,0,0,0,0,0,0,0,1554,1554,1554,125,125,131,131,0,0,1554,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,-999999,-999999,5,6,6,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011,44141,MD,210011,SAINT AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,21229,Short Term,24510,TRUE,243.4,225.6,188.1,189.7,174.6,20,18.4,0,0,206,30.1,16.3,29.9,16,4.9,4.7,0,0,0,1704,1579,1317,1328,1222,140,129,0,0,1442,211,114,209,112,34,33,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,29,0,-999999,-999999,-999999,6,7,5,4,0,0,0,10,-999999,0,-999999,-999999,-999999,-999999,-999999,-999999,0,-999999,1162,0
210013,44141,MD,210013,"GRACE MEDICAL CENTER, INC",2000 W BALTIMORE STREET,BALTIMORE,21223,Short Term,24510,TRUE,33,33,8,6,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,231,231,56,42,42,0,0,0,0,56,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0
210029,44141,MD,210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,21224,Short Term,24510,TRUE,370.6,346.3,343.9,274.3,260.1,12.3,11.3,0,0,368.1,62.6,52,51.7,44.7,-999999,-999999,0,0,0,2594,2424,2407,1920,1821,86,79,0,0,2577,438,364,362,313,21,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,0,-999999,0,-999999,-999999,6,7,5,0,0,228,88,-999999,11,14,9,8,19,16,10,0,0,960,0
210002,44141,MD,210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH  GREENE STREET,BALTIMORE,21201,Short Term,24510,TRUE,708.4,708.4,578.3,499.3,499.3,70.7,26,-999999,-999999,578.3,203.3,203.3,173,173,15.4,6.7,0,0,0,4959,4959,4048,3495,3495,495,182,-999999,-999999,4048,1423,1423,1211,1211,108,47,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,35,0,5,-999999,6,7,8,4,-999999,0,5,0,124,-999999,23,15,12,31,23,10,8,0,20,1282,0
210027,44134,MD,210027,U P M C WESTERN MARYLAND,12500 WILLOWBROOK ROAD,CUMBERLAND,21502,Short Term,24001,TRUE,191,191,171,158,158,15.1,15,0,0,171,28,28,12,12,-999999,-999999,0,0,0,1337,1337,1197,1106,1106,106,105,0,0,1197,196,196,84,84,26,26,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,26,0,0,-999999,0,5,-999999,-999999,14,0,0,198,-999999,0,0,0,0,0,-999999,0,0,0,0,645,0
210043,44134,MD,210043,UMD BALTIMORE WASHINGTON  MEDICAL CENTER,301 HOSPITAL DRIVE,GLEN BURNIE,21061,Short Term,24003,TRUE,373.9,348.9,296.3,318.1,305.3,59.9,29.3,-999999,-999999,322.6,31.6,31.6,30.1,30.1,12.3,12.3,0,0,0,2617,2442,2074,2227,2137,419,205,6,-999999,2258,221,221,211,211,86,86,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,0,-999999,-999999,4,-999999,-999999,-999999,0,0,66,-999999,0,-999999,0,0,0,0,0,0,0,0,1266,0
210023,44134,MD,210023,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,21401,Short Term,24003,TRUE,439,429,316,255,249.9,29.6,21.4,0,0,326,38,38,23.3,23.3,-999999,-999999,0,0,0,3073,3003,2212,1785,1749,207,150,0,0,2282,266,266,163,163,23,21,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,-999999,0,7,-999999,-999999,5,0,8,0,0,18,57,0,13,28,-999999,0,-999999,5,5,0,0,1494,0
210044,44134,MD,210044,GREATER BALTIMORE MEDICAL CENTER,6701 NORTH  CHARLES STREET,BALTIMORE,21204,Short Term,24005,TRUE,371,357,215,179.1,178,20.4,17.9,0,0,229,24,24,14.3,14.3,4.3,4.3,0,0,17.9,2597,2499,1505,1254,1246,143,125,0,0,1603,168,168,100,100,30,30,0,0,125,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,0,-999999,-999999,-999999,4,4,4,-999999,0,0,195,-999999,0,0,0,0,-999999,0,0,-999999,0,0,750,0
210040,44134,MD,210040,NORTHWEST HOSPITAL CENTER,5401 OLD COURT ROAD,RANDALLSTOWN,21133,Short Term,24005,TRUE,170,170,121,111,111,21.1,9.6,0,0,121,24.3,24.3,20.4,20.4,12.1,8.4,0,0,0,1190,1190,847,777,777,148,67,0,0,847,170,170,143,143,85,59,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,33,-999999,-999999,-999999,-999999,4,6,9,5,-999999,0,748,0
210015,44134,MD,210015,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,9000 FRANKLIN SQUARE DRIVE,BALTIMORE,21237,Short Term,24005,TRUE,547,471,357,364.1,331.7,47,22.1,-999999,0,390,64,39,47.9,33,7.9,5.6,0,0,0,3829,3297,2499,2549,2322,329,155,-999999,0,2730,448,273,335,231,55,39,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,4,-999999,4,-999999,5,4,4,0,0,375,189,0,13,27,14,27,30,41,36,-999999,4,1244,0
210063,44134,MD,210063,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,TOWSON,21204,Short Term,24005,TRUE,166.9,161.4,144.9,129.1,126.4,29.6,13.3,-999999,0,150.3,16.6,16.6,13.6,13.6,-999999,-999999,0,0,0,1168,1130,1014,904,885,207,93,6,0,1052,116,116,95,95,21,13,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,-999999,0,0,0,-999999,4,-999999,0,0,0,63,0,6,-999999,7,6,9,16,16,0,-999999,620,0
210039,44134,MD,210039,CALVERTHEALTH MEDICAL CENTER,100 HOSPITAL ROAD,PRINCE FREDERICK,20678,Short Term,24009,TRUE,67.5,67.5,51.5,44.3,44.3,6,4.7,0,0,51.5,5.7,5.7,5.3,5.3,-999999,-999999,0,0,0,405,405,309,266,266,36,28,0,0,309,34,34,32,32,-999999,-999999,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,-999999,-999999,-999999,-999999,0,0,57,-999999,0,0,0,0,0,-999999,-999999,-999999,0,0,487,0
210033,44134,MD,210033,CARROLL HOSPITAL CENTER,200 MEMORIAL AVENUE,WESTMINSTER,21157,Short Term,24013,TRUE,177,170,130,115.7,112.4,16.9,7,0,0,137,12,12,9.6,9.6,4.1,-999999,0,0,0,1239,1190,910,810,787,118,49,0,0,959,84,84,67,67,29,17,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,-999999,-999999,-999999,0,0,0,39,0,0,-999999,4,6,9,10,8,0,0,618,0
210032,44134,MD,210032,UNION HOSPITAL OF CECIL COUNTY,106 BOW STREET,ELKTON,21921,Short Term,24015,TRUE,90.7,90.7,80,53.4,53.4,5.7,-999999,0,0,80,8.6,8.6,-999999,-999999,-999999,-999999,0,0,0,635,635,560,374,374,40,9,0,0,560,60,60,24,24,4,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,69,20,0,0,-999999,-999999,-999999,4,4,4,0,0,529,0
210035,44134,MD,210035,UMD CHARLES REGIONAL  MEDICAL CENTER,5 GARRETT AVENUE,LA PLATA,20646,Short Term,24017,TRUE,153.1,153.1,116.9,71.7,71.7,7.4,7.4,0,0,117.1,8.3,8.3,7.1,7.1,-999999,-999999,0,0,0,1072,1072,818,502,502,52,52,0,0,820,58,58,50,50,15,15,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,-999999,-999999,0,-999999,0,0,-999999,0,14,0,-999999,-999999,-999999,-999999,-999999,-999999,5,0,0,755,0
210005,44134,MD,210005,FREDERICK HEALTH HOSPITAL,400 WEST SEVENTH ST,FREDERICK,21701,Short Term,24021,TRUE,341,260.9,238,210.7,171.4,14,14,0,0,309.1,19,19,11.4,11.4,-999999,-999999,0,0,14,2387,1826,1666,1475,1200,98,98,0,0,2164,133,133,80,80,10,10,0,0,98,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,-999999,-999999,-999999,-999999,-999999,5,-999999,-999999,0,87,0,0,0,0,0,0,0,0,0,0,0,829,0
210017,44134,MD,210017,GARRETT COUNTY MEMORIAL HOSPITAL,251 NORTH  FOURTH STREET,OAKLAND,21550,Short Term,24023,FALSE,36,36,36,11.7,11.7,-999999,-999999,0,0,36,4,4,-999999,-999999,-999999,0,0,0,0,252,252,252,82,82,8,7,0,0,252,28,28,11,11,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,-999999,-999999,0,0,5,-999999,0,0,0,0,0,-999999,0,0,0,0,194,0
210049,44134,MD,210049,UMD UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,BEL AIR,21014,Short Term,24025,TRUE,230.3,229,160.4,148.4,147.1,15.1,11,-999999,0,161.7,25,25,19,19,5.1,4,-999999,0,0,1612,1603,1123,1039,1030,106,77,-999999,0,1132,175,175,133,133,36,28,5,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,0,29,0,-999999,-999999,-999999,6,5,6,6,0,-999999,863,0
210006,44134,MD,210006,UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,501 SOUTH  UNION AVENUE,HAVRE DE GRACE,21078,Short Term,24025,TRUE,87,86.1,55.9,53.3,53.3,4.9,-999999,0,0,55.9,5.6,5.6,5.3,5.3,-999999,-999999,0,0,0,609,603,391,373,373,34,-999999,0,0,391,39,39,37,37,8,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0,0,0,14,-999999,0,0,0,-999999,4,5,-999999,0,0,371,0
210048,44134,MD,210048,HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,21044,Short Term,24027,TRUE,344,305.6,305.6,220.3,202.1,17.4,16.3,0,0,344,55,33.6,36.4,22.6,6.1,5.9,0,0,0,2408,2139,2139,1542,1415,122,114,0,0,2408,385,235,255,158,43,41,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0,-999999,-999999,0,-999999,5,-999999,0,0,0,209,73,0,13,18,7,-999999,7,14,11,0,0,994,0
210030,44134,MD,210030,UMD SHORE MEDICAL CTR AT CHESTERTOWN,100 BROWN STREET,CHESTERTOWN,21620,Short Term,24029,FALSE,29,29,11.4,7.4,7.4,-999999,0,0,0,11.4,-999999,-999999,-999999,-999999,0,0,0,0,0,203,203,80,52,52,4,0,0,0,80,12,12,-999999,-999999,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,-999999,0,-999999,0,0,189,0
210065,44134,MD,210065,HOLY CROSS GERMANTOWN HOSPITAL,19801 OBSERVATION DRIVE,GERMANTOWN,20876,Short Term,24031,TRUE,110,102,91,80,77,13.6,13.4,0,0,99,23,15,11.9,8.9,-999999,-999999,0,0,0,770,714,637,560,539,95,94,0,0,693,161,105,83,62,26,26,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,0,0,5,-999999,6,-999999,-999999,-999999,0,0,48,-999999,0,0,-999999,0,0,0,0,0,0,0,452,0
210057,44134,MD,210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,20850,Short Term,24031,TRUE,546,546,431,340.3,338.1,24.1,13.1,0,0,431,26,26,18,18,6.3,5.3,0,0,0,3822,3822,3017,2382,2367,169,92,0,0,3017,182,182,126,126,44,37,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0,-999999,-999999,-999999,-999999,4,-999999,-999999,0,0,357,97,0,4,11,9,10,24,19,20,0,0,1131,0
210022,44134,MD,210022,SUBURBAN HOSPITAL,8600 OLD GEORGETOWN ROAD,BETHESDA,20814,Short Term,24031,TRUE,241.7,236.7,236.7,197.3,196,13.4,13.1,0,0,241.7,28.1,28.1,24,24,6.6,6.6,0,0,0,1692,1657,1657,1381,1372,94,92,0,0,1692,197,197,168,168,46,46,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0,0,-999999,0,-999999,-999999,4,-999999,0,0,141,39,-999999,-999999,4,-999999,4,9,-999999,15,0,0,704,0
